Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
SAC-5_1,33.95121973293282,25.08654552007938,104.78546767658213,14.328,0.2205988518304722,2024-11-28 15:43:09.263720
SAC-5_10,15.029462481198388,4.136154752985777,-157.15834946325475,18.721,0.3588422245942587,2024-11-28 16:21:18.992935
SAC-5_2,39.31071458847572,26.143368732121452,128.76953159429448,11.834,0.2047306697207012,2024-11-28 16:59:14.531414
SAC-5_3,53.63682030769848,36.66147452378984,212.65588695399092,8.141,0.1889975875697844,2024-11-28 17:36:38.644045
SAC-5_4,44.242305924552824,26.55695956995264,173.35594665203604,11.595,0.21979901218056697,2024-11-28 18:14:42.063238
SAC-5_5,45.62804894765239,25.121341756861174,164.9180264833098,14.633,0.20423791503946476,2024-11-28 18:53:22.239811
SAC-5_6,36.36321956485042,21.900331596477994,113.39991269332423,16.523,0.21161988219927005,2024-11-28 19:32:15.701336
SAC-5_7,36.868205556123094,20.41053163754709,21.072592451500693,13.594,0.2743466099476077,2024-11-28 20:11:05.338579
SAC-5_8,15.029462481198388,4.136154752985777,-157.15834946325475,18.721,0.3588422245942587,2024-11-28 20:50:08.654245
SAC-5_9,15.029462481198388,4.136154752985777,-157.15834946325475,18.721,0.3588422245942587,2024-11-28 21:28:55.220405
